2026-08-25 21:00,B라인,0.58,0.46,0.48,0.37
2026-08-26 13:00,C라인,0.88,0.9,0.94,0.75
2026-08-26 15:00,C라인,1.0,0.91,0.96,0.69
2026-08-24 09:00,B라인,0.6,0.46,0.5,0.44
2026-08-26 16:00,A라인,0.04,0.04,0.04,0.08
2026-08-25 03:00,C라인,0.9,0.88,0.99,0.69
2026-08-26 02:00,B라인,0.55,0.54,0.51,0.43
2026-08-26 07:00,A라인,0.07,0.01,0.05,0.03
2026-08-24 23:00,C라인,0.96,0.93,0.98,0.75
2026-08-26 17:00,B라인,0.61,0.49,0.48,0.44
2026-08-25 01:00,A라인,0.0,0.09,0.03,0.05
2026-08-24 15:00,C라인,0.98,0.99,0.98,0.77
2026-08-25 00:00,A라인,0.11,0.11,0.04,0.01
2026-08-24 18:00,A라인,0.06,0.01,0.07,0.06
2026-08-24 06:00,C라인,0.92,0.96,0.99,0.77
2026-08-24 10:00,C라인,0.89,0.88,0.94,0.74
2026-08-24 08:00,B라인,0.54,0.54,0.49,0.38
2026-08-24 14:00,C라인,0.96,0.93,0.99,0.77
2026-08-25 13:00,B라인,0.57,0.56,0.47,0.39
2026-08-26 15:00,B라인,0.57,0.46,0.51,0.41
2026-08-25 22:00,A라인,0.03,0.03,0.06,0.01
2026-08-26 17:00,A라인,0.02,0.1,0.06,0.01
2026-08-25 04:00,A라인,0.03,0.01,0.02,0.06
2026-08-24 11:00,B라인,0.59,0.48,0.52,0.38
2026-08-25 12:00,C라인,0.91,0.99,0.94,1.0
2026-08-26 14:00,A라인,0.05,0.01,0.05,0.04
2026-08-25 15:00,B라인,0.61,0.51,0.53,0.4
2026-08-25 14:00,B라인,0.55,0.45,0.5,0.44
2026-08-24 12:00,C라인,0.95,0.95,0.95,0.7
